,record,AGENUM,AGE_r999,age,ageR,ageRR,PROV,Q0QC,RégionR,REGIO,AREA,sexe,ENFA,EMPLO,OCCUP,REVENX,REVEN,PROP,SCOL,scolR,LANGU,langR,ETHNr1,ETHNr2,ETHNr3,ETHNr4,ETHNr5,ETHNr6,ETHNr7,ETHNr8,ETHNr9,ETHNr10,ETHNr11,ETHNr12,ETHNr96,ETHNr99,FSA,FSA_rA9A,QPC1r1,QPC1r2,QPC1r2_inv,QPC1r3,QPC1r4,QPC1r4_inv,QPC1r5,QPC2,XQPC3,XQPC3A,QPC3r1,QPC3r5,QPC3r2,QPC3r6,QPC3r3,QPC3r7,QPC3r4,QPC3r8,QPC4r1,QPC4r2,QPC4r3,QPC4r4,QPC4r5,QPC4r6,QPC4r7,QPC5r1,QPC5r1_inv,QPC5r2,QPC5r3,QPC5r4,QPC5r1R,QPC5r2R,QPC5r3R,QPC5r4R,QPC6r1,QPC6r2,QPC6r3,QPC6r4,QPC6r1R,QPC6r2R,QPC6r3R,QPC6r4R,POND,cons,FAC1_1,Ind.Col_5,FAC1_2,Pré_Iden,FAC2_2,Est_Iden,FAC1_3,Symbol,FAC2_3,Norma,FAC3_3,Fonction,FAC1_4,Souv.fédé,filter_$,cinq_cohortes
0,5.0,18.0,0.0,2.0,1.0,1.0,6.0,12.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G7a,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1585279258563191,2.0,1.8624739390232934,1.0,1.1993213156144866,1.0,0.010917158862229994,1.0,-3.0187045689986127,2.0,-1.7610421625613637,2.0,-1.6759261594191204,2.0,0.8194781421028605,1.0,1.0,1.0
1,9.0,29.0,0.0,3.0,1.0,2.0,6.0,12.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G7A,0.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0129815173762668,4.0,-0.6971188052683227,2.0,-2.74325453178953,2.0,0.295568278219772,1.0,-1.8023319904707586,2.0,-0.7343951884991115,2.0,0.379735603900504,1.0,-1.2211754736998746,3.0,1.0,1.0
2,11.0,26.0,0.0,3.0,1.0,2.0,6.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,7.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G8k,0.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5778896727985533,4.0,-0.4464878624598626,2.0,0.9269019766369215,1.0,-1.9041307598877086,2.0,0.8646776125599178,1.0,-0.20237432483781576,2.0,-0.5170242418441716,2.0,-0.21310170352545732,2.0,1.0,1.0
3,14.0,32.0,0.0,3.0,1.0,2.0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,G7s,0.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.6799987358282724,2.0,-0.2323089356803062,2.0,-1.3106208565379527,2.0,-0.4601847234682027,2.0,-0.4713830368177978,2.0,1.0861386421842136,1.0,1.0056369971437868,1.0,0.1529427343894771,2.0,1.0,1.0
4,17.0,37.0,0.0,4.0,2.0,3.0,6.0,7.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,8.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J8N,0.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.751419468603913,1.0,1.1713802585430355,1.0,0.8533653405505028,1.0,0.6305715639119664,1.0,0.07442629970132784,1.0,0.8899594642513569,1.0,0.19314158753399374,1.0,0.7949720666489598,1.0,1.0,3.0
5,20.0,32.0,0.0,3.0,1.0,2.0,6.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G2j,0.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.6334983730979243,4.0,0.4587847447999516,1.0,-0.9152446451362442,2.0,0.6514954382737974,1.0,-1.3734257922412383,2.0,-2.127015796391513,2.0,0.4596066368792949,1.0,0.10791296260428401,2.0,1.0,1.0
6,25.0,24.0,0.0,2.0,1.0,1.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,6.0,,2.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G1l,0.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,0.1585279258563191,1.0,0.10439941297551945,1.0,0.4468350781379024,1.0,-0.8468096745227314,2.0,-0.07100107311511689,2.0,0.5442241017612505,1.0,-0.3114268326276168,2.0,1.1404928082326018,1.0,1.0,1.0
7,28.0,31.0,0.0,3.0,1.0,2.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,5.0,1.0,5.0,3.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,h1v,0.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,0.43679798224252836,5.0,-0.0060251247880648146,2.0,0.8694689729020288,1.0,1.7622264183761351,1.0,0.5850297628910248,1.0,0.11500178541159323,1.0,-1.474127344801896,2.0,-1.5421901398296158,3.0,0.0,1.0
8,38.0,49.0,0.0,5.0,2.0,4.0,6.0,8.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J9p,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.2442524069582344,5.0,1.4005093680886693,1.0,0.8533653405505028,1.0,0.6305715639119664,1.0,1.310212895084097,1.0,-0.2606245514993,2.0,-0.2856017628072627,2.0,-1.1966693982459737,3.0,1.0,4.0
9,41.0,39.0,0.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G9a,0.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.321237857616927,5.0,0.4587847447999516,1.0,0.9598750595560159,1.0,1.3996700060790077,1.0,-1.7929880946154144,2.0,1.1534195251265809,1.0,-0.2556166797632581,2.0,-0.5341163696551987,3.0,1.0,3.0
10,50.0,33.0,0.0,3.0,1.0,2.0,6.0,11.0,1.0,3.0,1.0,1.0,2.0,3.0,7.0,7.0,6.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G4X,0.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5778896727985533,2.0,-0.8168029284911993,2.0,0.4051697761763762,1.0,-0.06016923996916598,2.0,0.1610819899363205,1.0,0.5516234875707476,1.0,-1.3044885755465645,2.0,1.1365104291099932,1.0,1.0,1.0
11,53.0,23.0,0.0,2.0,1.0,1.0,6.0,17.0,3.0,3.0,3.0,1.0,2.0,1.0,96.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J0c,0.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.7485115336224273,2.0,0.2622828011890018,1.0,-0.8722242284969484,2.0,0.5956327300569889,1.0,0.3018866186999149,1.0,0.43622346413246516,1.0,-0.3777773930150065,2.0,1.4820311706936353,1.0,1.0,1.0
12,67.0,30.0,0.0,3.0,1.0,2.0,6.0,16.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,6.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J0h,0.0,1.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,0.7891090197272538,5.0,0.13987187756359626,1.0,-0.7657145094914353,2.0,1.3647311722240303,1.0,-0.3706775713133329,2.0,-2.3923496811048985,2.0,0.3166994576626915,1.0,-1.5421901398296158,3.0,1.0,1.0
13,68.0,37.0,0.0,4.0,2.0,3.0,6.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0,8.0,6.0,1.0,6.0,3.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J0J,0.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.5590528860908647,2.0,-0.9327995653107052,2.0,-1.3546864155869576,2.0,-0.5292418402843534,2.0,-0.39210983457985404,2.0,-1.0534359847492438,2.0,1.0396783798323825,1.0,0.7949720666489598,1.0,0.0,3.0
14,70.0,23.0,0.0,2.0,1.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,,6.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G3E,0.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,0.6266972511355129,4.0,1.060955720779451,1.0,0.6004546151823897,1.0,0.31453617539549417,1.0,-0.17459696107333694,2.0,-1.4120577977227078,2.0,-0.224953386798834,2.0,-1.5421901398296158,3.0,1.0,1.0
15,73.0,65.0,0.0,7.0,3.0,6.0,6.0,4.0,3.0,3.0,3.0,2.0,2.0,7.0,,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G8W,0.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.5805746323016083,3.0,1.1713802585430355,1.0,0.8665787495742252,1.0,-0.8329033018634634,2.0,0.722416827403793,1.0,-0.17118400842591613,2.0,-1.1881883896497945,2.0,0.12843665893557632,2.0,1.0,6.0
16,78.0,30.0,0.0,3.0,1.0,2.0,6.0,6.0,4.0,1.0,2.0,1.0,2.0,4.0,,5.0,5.0,1.0,5.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,h1e,0.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,0.3985488065380677,4.0,-2.2233374213679338,2.0,0.4939448961768765,1.0,-0.4545622667715469,2.0,-2.153672119445373,2.0,-1.3594190060637714,2.0,-0.2179149666872242,2.0,-1.5421901398296158,3.0,0.0,1.0
17,82.0,41.0,0.0,4.0,2.0,3.0,6.0,16.0,2.0,3.0,3.0,1.0,2.0,1.0,7.0,6.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J0L,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0292396186566963,3.0,1.8624739390232934,1.0,0.9242895062285641,1.0,-0.04846483204588384,2.0,1.1931293218754802,1.0,1.6773534820561162,1.0,1.0591522856391826,1.0,0.7909896875263511,1.0,1.0,3.0
18,83.0,63.0,0.0,6.0,3.0,5.0,6.0,7.0,4.0,3.0,3.0,2.0,2.0,7.0,,2.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J0X,0.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.6543456620642676,3.0,-0.7092236893810077,2.0,-1.3324340238229226,2.0,-0.778652812320319,2.0,-1.587559291622096,2.0,0.09619405572127852,1.0,0.60028262730153,1.0,0.13241903805818483,2.0,1.0,5.0
19,85.0,55.0,0.0,6.0,3.0,5.0,6.0,12.0,3.0,3.0,2.0,2.0,2.0,7.0,,,,1.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G0S,0.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,0.6714888606401579,4.0,-0.2323089356803062,2.0,0.9136885676131992,1.0,-0.44065589411227896,2.0,1.0578628018391056,1.0,0.24984344388490404,1.0,-0.6975384667353862,2.0,-1.1966693982459737,3.0,1.0,5.0
20,90.0,78.0,0.0,8.0,3.0,6.0,6.0,16.0,2.0,1.0,2.0,2.0,2.0,7.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J7w,0.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,3.2342272259845237,4.0,0.9207493157345755,1.0,1.1993213156144866,1.0,0.010917158862229994,1.0,0.6066172724604999,1.0,0.4933732609092634,1.0,-1.0730660965096557,2.0,-0.8511486566623315,3.0,0.0,6.0
21,91.0,25.0,0.0,3.0,1.0,2.0,6.0,12.0,3.0,2.0,2.0,1.0,2.0,3.0,7.0,3.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G6W,0.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,0.09184146389229556,1.0,-0.24998591884891275,2.0,-0.8888178270887994,2.0,-2.275454293277062,2.0,-0.8781925836969343,2.0,-0.6580599853141444,2.0,-1.0124177205012268,2.0,1.4820311706936353,1.0,1.0,1.0
22,95.0,59.0,0.0,6.0,3.0,5.0,6.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,8.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J1h,0.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,1.9422642978329467,1.0,1.5257655903674676,1.0,0.47615211951315056,1.0,-1.1786296858339924,2.0,0.09171977207984969,1.0,0.4264243064471697,1.0,-0.8705117289044202,2.0,1.4820311706936353,1.0,1.0,5.0
23,100.0,29.0,0.0,3.0,1.0,2.0,6.0,2.0,2.0,3.0,,1.0,2.0,3.0,7.0,5.0,5.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,g7h,0.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,0.5778896727985533,1.0,-1.668625295838332,2.0,0.8665787495742252,1.0,-0.8329033018634634,2.0,1.3303611400852944,1.0,-0.32611748363471804,2.0,0.2210510703293533,1.0,1.1365104291099932,1.0,1.0,1.0
24,101.0,31.0,0.0,3.0,1.0,2.0,6.0,15.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0,6.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J0R,0.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,0.8648406968779153,4.0,-0.22020405156762124,2.0,-1.302627016207349,2.0,0.6289593452383023,1.0,0.3009187123702129,1.0,-2.236804384827247,2.0,1.1478569202623339,1.0,-0.5586224451090994,3.0,1.0,1.0
25,105.0,36.0,0.0,4.0,2.0,3.0,6.0,12.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G6x,0.0,4.0,1.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,0.3482429287757671,3.0,-2.010905743550079,2.0,-2.52111108615446,2.0,-0.07781981918956868,2.0,-0.9740768702133749,2.0,-1.601649481097018,2.0,1.1795425174376664,1.0,0.7909896875263511,1.0,1.0,3.0
26,106.0,63.0,0.0,6.0,3.0,5.0,6.0,8.0,1.0,3.0,1.0,1.0,2.0,5.0,,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,j9t,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.513017019386447,2.0,1.8624739390232934,1.0,0.7336422125212674,1.0,1.3249479875203551,1.0,1.2047294392238281,1.0,1.0394432140080987,1.0,-0.2985616314181513,2.0,1.1365104291099932,1.0,1.0,5.0
27,107.0,59.0,0.0,6.0,3.0,5.0,6.0,13.0,4.0,1.0,1.0,1.0,2.0,7.0,,6.0,6.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,h7v,0.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.7461920772911622,3.0,-0.5690172843361319,2.0,-0.885927603760996,2.0,0.31967542696253637,1.0,-0.9375505175080254,2.0,-0.1266321234987402,2.0,1.0303788416089321,1.0,0.1529427343894771,2.0,1.0,5.0
28,109.0,22.0,0.0,2.0,1.0,1.0,6.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G1h,0.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.6266972511355129,4.0,-0.2323089356803062,2.0,-2.7939588164913687,2.0,-0.13185518096612678,2.0,-2.809374248589618,2.0,-1.310967937087583,2.0,-0.9420717816135468,2.0,-0.5341163696551987,3.0,1.0,1.0
29,110.0,47.0,0.0,5.0,2.0,4.0,6.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,8.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H2g,0.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.6110903583216312,1.0,-0.22020405156762124,2.0,0.8665787495742252,1.0,-0.8329033018634634,2.0,1.0359465854077337,1.0,0.2522432157607027,1.0,0.788257612072975,1.0,1.1404928082326018,1.0,1.0,4.0
